iter,score_soxR,score_cpxR
21315,-11492.0,-4174.0
21316,-12857.0,-5224.0
21317,-12958.0,-4414.0
21318,-16220.0,-4844.0
21319,-11116.0,-2363.0
21320,-13943.0,-5857.0
21321,-12627.0,-3517.0
21322,-16906.0,-5977.0
21323,-15167.0,-4432.0
21324,-16544.0,-6056.0
21325,-14839.0,-4595.0
21326,-14158.0,-5174.0
21327,-13518.0,-4561.0
21328,-12982.0,-4877.0
21329,-15215.0,-4664.0
21330,-15034.0,-4578.0
21331,-13251.0,-4978.0
21332,-12661.0,-2329.0
21333,-14958.0,-4685.0
21334,-17533.0,-5474.0
21335,-15112.0,-6343.0
21336,-15291.0,-5297.0
21337,-13675.0,-4870.0
21338,-12857.0,-3670.0
21339,-15288.0,-3395.0
21340,-14218.0,-5176.0
21341,-17699.0,-4272.0
21342,-14441.0,-4180.0
21343,-13368.0,-4080.0
21344,-16886.0,-3857.0
21345,-15122.0,-5539.0
21346,-15365.0,-4467.0
21347,-14044.0,-6201.0
21348,-17374.0,-3938.0
21349,-13157.0,-5497.0
21350,-15617.0,-6989.0
21351,-13282.0,-3460.0
21352,-10970.0,-4484.0
21353,-15614.0,-5282.0
21354,-14911.0,-4173.0
21355,-15565.0,-4922.0
21356,-15619.0,-4054.0
21357,-12114.0,-4695.0
21358,-14673.0,-3257.0
21359,-15337.0,-2520.0
21360,-12727.0,-1352.0
21361,-18731.0,-3774.0
21362,-13320.0,-3833.0
21363,-11942.0,-2239.0
21364,-14741.0,-4436.0
21365,-14648.0,-5800.0
21366,-17879.0,-5622.0
21367,-15367.0,-5435.0
21368,-17640.0,-4920.0
21369,-15232.0,-4091.0
21370,-14644.0,-4451.0
21371,-14563.0,-4345.0
21372,-14707.0,-1734.0
21373,-11297.0,-1702.0
21374,-14215.0,-4445.0
21375,-14115.0,-4642.0
21376,-13816.0,-4920.0
21377,-14188.0,-3999.0
21378,-15268.0,-4323.0
21379,-13901.0,-3695.0
21380,-11845.0,-3384.0
21381,-14147.0,-3904.0
21382,-15545.0,-4325.0
21383,-17963.0,-1419.0
21384,-16797.0,-4575.0
21385,-12373.0,-4728.0
21386,-10420.0,-4746.0
21387,-15852.0,-5768.0
21388,-13523.0,-5359.0
21389,-17420.0,-4510.0
21390,-13703.0,-2436.0
21391,-14305.0,-2538.0
21392,-12835.0,-5254.0
21393,-13727.0,-3654.0
21394,-12121.0,-3685.0
21395,-14341.0,-2493.0
21396,-18823.0,-4748.0
21397,-13628.0,-3204.0
21398,-16458.0,-4311.0
21399,-16740.0,-4670.0
21400,-15911.0,-3908.0
21401,-13007.0,-3709.0
21402,-11945.0,-3666.0
21403,-15317.0,-4168.0
21404,-15688.0,-2755.0
21405,-14479.0,-4602.0
21406,-12155.0,-5773.0
21407,-13133.0,-4259.0
21408,-15417.0,-6056.0
21409,-15759.0,-5115.0
21410,-16095.0,-5920.0
21411,-13433.0,-4502.0
21412,-14298.0,-3465.0
21413,-18332.0,-4135.0
21414,-14894.0,-5050.0
21415,-12569.0,-6625.0
21416,-12466.0,-3244.0
21417,-15325.0,-4189.0
21418,-12681.0,-3480.0
21419,-10317.0,-5890.0
21420,-17668.0,-5432.0
21421,-16762.0,-5737.0
21422,-11959.0,-4659.0
21423,-16678.0,-4160.0
21424,-17818.0,-6309.0
21425,-16431.0,-3675.0
21426,-16266.0,-4078.0
21427,-14979.0,-5269.0
21428,-10683.0,-3042.0
21429,-14025.0,-4038.0
21430,-10467.0,-3060.0
21431,-17459.0,-5684.0
21432,-14546.0,-3533.0
21433,-14547.0,-3459.0
21434,-14458.0,-2169.0
21435,-16430.0,-1919.0
21436,-16695.0,-4967.0
21437,-12176.0,-3362.0
21438,-14366.0,-5294.0
21439,-10683.0,-4023.0
21440,-12002.0,-3493.0
21441,-15832.0,-5638.0
21442,-11509.0,-4044.0
21443,-15729.0,-4794.0
21444,-10436.0,-2906.0
21445,-18554.0,-5110.0
21446,-15389.0,-2616.0
21447,-15545.0,-4357.0
21448,-12816.0,-4455.0
21449,-15252.0,-5734.0
21450,-16256.0,-4468.0
21451,-17583.0,-5182.0
21452,-13842.0,-3685.0
21453,-16374.0,-4993.0
21454,-16536.0,-2042.0
21455,-16334.0,-5049.0
21456,-17601.0,-5156.0
21457,-15190.0,-3657.0
21458,-17154.0,-4957.0
21459,-13051.0,-5638.0
21460,-15605.0,-4115.0
21461,-12926.0,-4598.0
21462,-12470.0,-1868.0
21463,-16173.0,-4670.0
21464,-16636.0,-8038.0
21465,-15308.0,-5364.0
21466,-11940.0,-5917.0
21467,-12974.0,-4423.0
21468,-15399.0,-5057.0
21469,-15590.0,-5330.0
21470,-12018.0,-2565.0
21471,-10760.0,-5945.0
21472,-13023.0,-3716.0
21473,-8279.0,-4159.0
21474,-13264.0,-4067.0
21475,-17558.0,-4711.0
21476,-17835.0,-5379.0
21477,-16887.0,-6197.0
21478,-13355.0,-3552.0
21479,-14257.0,-3139.0
21480,-18151.0,-3488.0
21481,-14139.0,-4433.0
21482,-15457.0,-4663.0
21483,-12974.0,-5275.0
21484,-16788.0,-3568.0
21485,-11920.0,-5832.0
21486,-14325.0,-4448.0
21487,-14926.0,-5812.0
21488,-15679.0,-5096.0
21489,-14392.0,-4459.0
21490,-14498.0,-2243.0
21491,-12983.0,-4030.0
21492,-14710.0,-3480.0
21493,-15639.0,-5433.0
21494,-11845.0,-5722.0
21495,-15638.0,-2594.0
21496,-15786.0,-3985.0
21497,-15022.0,-5415.0
21498,-11307.0,-3586.0
21499,-18492.0,-4695.0
21500,-15565.0,-5563.0
21501,-13090.0,-4697.0
21502,-15160.0,-5590.0
21503,-10766.0,-1518.0
21504,-16637.0,-4484.0
21505,-13401.0,-4702.0
21506,-15671.0,-4781.0
21507,-12359.0,-5168.0
21508,-16579.0,-2449.0
21509,-18813.0,-4689.0
21510,-15605.0,-2569.0
21511,-16604.0,-4193.0
21512,-13660.0,-5808.0
21513,-15910.0,-4245.0
21514,-13018.0,-4039.0
21515,-11786.0,-4463.0
21516,-12747.0,-4199.0
21517,-14531.0,-4752.0
21518,-13489.0,-5030.0
21519,-14185.0,-5850.0
21520,-13009.0,-2626.0
21521,-12561.0,-4213.0
21522,-14342.0,-5091.0
21523,-15134.0,-3698.0
21524,-19094.0,-2966.0
21525,-14149.0,-3966.0
21526,-11465.0,-2827.0
21527,-15457.0,-4948.0
21528,-14528.0,-4599.0
21529,-13022.0,-3938.0
21530,-16531.0,-5579.0
21531,-14083.0,-4590.0
21532,-15566.0,-4266.0
21533,-12835.0,-2959.0
21534,-14196.0,-3770.0
21535,-14146.0,-2493.0
21536,-13157.0,-3884.0
21537,-16303.0,-4462.0
21538,-11906.0,-4530.0
21539,-14624.0,-5151.0
21540,-9850.0,-4223.0
21541,-14450.0,-4121.0
21542,-14845.0,-4630.0
21543,-14369.0,-4853.0
21544,-12100.0,-4240.0
21545,-16578.0,-4303.0
21546,-17257.0,-6439.0
21547,-11882.0,-1516.0
21548,-14499.0,-4877.0
21549,-15584.0,-5590.0
21550,-11801.0,-3838.0
21551,-18901.0,-4948.0
21552,-13270.0,-4207.0
21553,-15687.0,-4734.0
21554,-16613.0,-2773.0
21555,-16128.0,-5525.0
21556,-17850.0,-3982.0
21557,-10859.0,-3815.0
21558,-15163.0,-2907.0
21559,-14524.0,-4662.0
21560,-15306.0,-3432.0
21561,-17557.0,-4996.0
21562,-18170.0,-5318.0
21563,-16389.0,-5569.0
21564,-14416.0,-3189.0
21565,-11174.0,-3006.0
21566,-18119.0,-4409.0
21567,-13596.0,-6597.0
21568,-12732.0,-4696.0
21569,-15845.0,-3993.0
21570,-11927.0,-4826.0
21571,-14999.0,-5673.0
21572,-17786.0,-4867.0
21573,-15705.0,-5029.0
21574,-14973.0,-5082.0
21575,-13066.0,-5102.0
21576,-11931.0,-3180.0
21577,-12249.0,-5269.0
21578,-15183.0,-4752.0
21579,-14110.0,-4402.0
21580,-13464.0,-5172.0
21581,-16869.0,-4457.0
21582,-16408.0,-3784.0
21583,-16516.0,-5638.0
21584,-13972.0,-3825.0
21585,-17814.0,-5462.0
21586,-15456.0,-5226.0
21587,-16955.0,-4880.0
21588,-15671.0,-3648.0
21589,-13080.0,-4993.0
21590,-12982.0,-3656.0
21591,-17079.0,-3612.0
21592,-18928.0,-6924.0
21593,-14374.0,-3817.0
21594,-12208.0,-3385.0
21595,-14074.0,-3749.0
21596,-11185.0,-4410.0
21597,-16455.0,-5804.0
21598,-16861.0,-4829.0
21599,-16708.0,-4817.0
21600,-17316.0,-4207.0
21601,-13875.0,-6003.0
21602,-10308.0,-5924.0
21603,-16529.0,-5615.0
21604,-14796.0,-6466.0
21605,-14604.0,-4954.0
21606,-14278.0,-6197.0
21607,-11085.0,-5352.0
21608,-12506.0,-4086.0
21609,-14271.0,-5413.0
21610,-17024.0,-4298.0
21611,-14358.0,-3280.0
21612,-14555.0,-5038.0
21613,-14624.0,-4924.0
21614,-14117.0,-6359.0
21615,-18048.0,-6047.0
21616,-13750.0,-4601.0
21617,-16906.0,-4260.0
21618,-12973.0,-4820.0
21619,-15322.0,-4774.0
21620,-17337.0,-4562.0
21621,-16190.0,-4341.0
21622,-12106.0,-2840.0
21623,-13191.0,-4823.0
21624,-16613.0,-3042.0
21625,-12851.0,-3915.0
21626,-15291.0,-3526.0
21627,-18921.0,-1811.0
21628,-15987.0,-5956.0
21629,-15663.0,-5691.0
21630,-14814.0,-4304.0
21631,-15075.0,-4694.0
21632,-15284.0,-5402.0
21633,-12678.0,-4465.0
21634,-15673.0,-2035.0
21635,-14537.0,-3228.0
21636,-14548.0,-5060.0
21637,-14332.0,-4233.0
21638,-15418.0,-5035.0
21639,-17416.0,-1017.0
21640,-13942.0,-5559.0
21641,-14146.0,-4447.0
21642,-13019.0,-4873.0
21643,-12938.0,-4668.0
21644,-13339.0,-5881.0
21645,-15148.0,-880.0
21646,-15936.0,-4150.0
21647,-15881.0,-5661.0
21648,-14550.0,-4357.0
21649,-17508.0,-4951.0
21650,-16288.0,-3281.0
21651,-12506.0,-4793.0
21652,-10547.0,-1776.0
21653,-18960.0,-5762.0
21654,-13967.0,-5707.0
21655,-17583.0,-4461.0
21656,-15359.0,-5427.0
21657,-16789.0,-4192.0
21658,-13445.0,-4843.0
21659,-12529.0,-2690.0
21660,-13762.0,-4130.0
21661,-14044.0,-4067.0
21662,-13877.0,-4102.0
21663,-17848.0,-6512.0
21664,-15398.0,-5533.0
21665,-12671.0,-3329.0
21666,-14148.0,-3205.0
21667,-15779.0,-5864.0
21668,-14968.0,-3206.0
21669,-16470.0,-4989.0
21670,-10868.0,-4765.0
21671,-18194.0,-4225.0
21672,-15421.0,-5347.0
21673,-16674.0,-3343.0
21674,-15664.0,-4755.0
21675,-16375.0,-5200.0
21676,-8823.0,-1594.0
21677,-17720.0,-6158.0
21678,-14904.0,-2372.0
21679,-13864.0,-4527.0
21680,-12101.0,-2296.0
21681,-12606.0,-5072.0
21682,-10811.0,-5224.0
21683,-15039.0,-6169.0
21684,-15438.0,-5309.0
21685,-16077.0,-3810.0
21686,-11159.0,-4925.0
21687,-14673.0,-1467.0
21688,-13109.0,-5137.0
21689,-16689.0,-5757.0
21690,-14464.0,-3263.0
21691,-15725.0,-4691.0
21692,-16773.0,-5130.0
21693,-15347.0,-5495.0
21694,-14307.0,-6359.0
21695,-18673.0,-6658.0
21696,-12195.0,-4851.0
21697,-15357.0,-3593.0
21698,-13513.0,-4069.0
21699,-15705.0,-3698.0
21700,-16178.0,-4269.0
21701,-12860.0,-4181.0
21702,-14631.0,-4278.0
21703,-14216.0,-3201.0
21704,-13606.0,-5632.0
21705,-16524.0,-5504.0
21706,-15448.0,-5896.0
21707,-13051.0,-4559.0
21708,-16597.0,-5382.0
21709,-13023.0,-2330.0
21710,-11402.0,-4996.0
21711,-14183.0,-5428.0
21712,-14443.0,-5913.0
21713,-15098.0,-4008.0
21714,-10778.0,-4359.0
21715,-16640.0,-5933.0
21716,-14343.0,-5653.0
21717,-13225.0,-4322.0
21718,-18193.0,-2750.0
21719,-11860.0,-4181.0
21720,-17681.0,-4593.0
21721,-15639.0,-3560.0
21722,-13645.0,-3290.0
21723,-13742.0,-4244.0
21724,-10416.0,-5399.0
21725,-10145.0,-5539.0
21726,-15886.0,-4132.0
21727,-15980.0,-4784.0
21728,-11168.0,-4280.0
21729,-15969.0,-4434.0
21730,-13945.0,-3749.0
21731,-11507.0,-4954.0
21732,-11982.0,-4305.0
21733,-12861.0,-6800.0
21734,-11816.0,-2971.0
21735,-17680.0,-4356.0
21736,-14050.0,-3102.0
21737,-9942.0,-5851.0
21738,-15781.0,-4824.0
21739,-13877.0,-5787.0
21740,-14208.0,-2004.0
21741,-11899.0,-4209.0
21742,-12325.0,-6183.0
21743,-14223.0,-5448.0
21744,-14317.0,-3543.0
21745,-14290.0,-3230.0
21746,-16495.0,-5460.0
21747,-14254.0,-3925.0
21748,-15556.0,-5303.0
21749,-10917.0,-3715.0
21750,-14415.0,-3630.0
21751,-14293.0,-3881.0
21752,-18461.0,-4298.0
21753,-14210.0,-4122.0
21754,-12975.0,-4461.0
21755,-14198.0,-6002.0
21756,-15703.0,-3666.0
21757,-14479.0,-3761.0
21758,-13092.0,-6239.0
21759,-14736.0,-3996.0
21760,-15127.0,-2403.0
21761,-13364.0,-2853.0
21762,-17798.0,-4034.0
21763,-13841.0,-4597.0
21764,-14256.0,-3847.0
21765,-12683.0,-3631.0
21766,-14611.0,-3303.0
21767,-12100.0,-2014.0
21768,-14977.0,-4729.0
21769,-12564.0,-5074.0
21770,-15700.0,-5501.0
21771,-13462.0,-1718.0
21772,-13778.0,-3031.0
21773,-13450.0,-5926.0
21774,-13250.0,-3761.0
21775,-17793.0,-3339.0
21776,-14225.0,-4299.0
21777,-15218.0,-3069.0
21778,-15258.0,-5853.0
21779,-15180.0,-5149.0
21780,-15075.0,-5135.0
21781,-16507.0,-2554.0
21782,-13989.0,-4701.0
21783,-19948.0,-5194.0
21784,-17749.0,-3766.0
21785,-16159.0,-4041.0
21786,-17523.0,-1246.0
21787,-14027.0,-3772.0
21788,-14188.0,-4554.0
21789,-16724.0,-4920.0
21790,-9463.0,-3931.0
21791,-13926.0,-4692.0
21792,-16588.0,-6047.0
21793,-12703.0,-3669.0
21794,-13340.0,-3926.0
21795,-14731.0,-3765.0
21796,-14134.0,-4686.0
21797,-12497.0,-4173.0
21798,-14396.0,-4051.0
21799,-12974.0,-3156.0
21800,-15421.0,-4922.0
21801,-11756.0,-4913.0
21802,-14051.0,-5085.0
21803,-15340.0,-4031.0
21804,-14125.0,-4510.0
21805,-15732.0,-6005.0
21806,-14063.0,-3303.0
21807,-12001.0,-2057.0
21808,-12007.0,-4603.0
21809,-16398.0,-6632.0
21810,-14296.0,-3115.0
21811,-11983.0,-4615.0
21812,-13197.0,-4268.0
21813,-11834.0,-1022.0
21814,-13962.0,-4914.0
21815,-13066.0,-5523.0
21816,-13453.0,-2357.0
21817,-15713.0,-4855.0
21818,-16608.0,-5060.0
21819,-15752.0,-443.0
21820,-18639.0,-4909.0
21821,-16531.0,-5118.0
21822,-14487.0,-5007.0
21823,-14646.0,-4994.0
21824,-11818.0,-2365.0
21825,-15323.0,-5476.0
21826,-16098.0,-3144.0
21827,-16499.0,-4251.0
21828,-15239.0,-4291.0
21829,-16164.0,-4045.0
21830,-17796.0,-3911.0
21831,-17606.0,-5065.0
21832,-15671.0,-3156.0
21833,-14027.0,-4324.0
21834,-15249.0,-5635.0
21835,-16578.0,-4988.0
21836,-17007.0,-6181.0
21837,-15698.0,-3492.0
21838,-15413.0,-5368.0
21839,-15516.0,-2423.0
21840,-16375.0,-2925.0
21841,-15058.0,-3656.0
21842,-16264.0,-3777.0
21843,-11703.0,-5014.0
21844,-15556.0,-4620.0
21845,-11624.0,-4992.0
21846,-13173.0,-5910.0
21847,-14374.0,-5738.0
21848,-13958.0,-4425.0
21849,-12261.0,-7030.0
21850,-16070.0,-5859.0
21851,-16333.0,-6749.0
21852,-15175.0,-4910.0
21853,-12437.0,-6500.0
21854,-17376.0,-5399.0
21855,-11933.0,-4164.0
21856,-13056.0,-3084.0
21857,-11882.0,-3305.0
21858,-9978.0,-3967.0
21859,-14389.0,-5221.0
21860,-14430.0,-5447.0
21861,-13799.0,-3896.0
21862,-13813.0,-4220.0
21863,-15765.0,-4661.0
21864,-11602.0,-5189.0
21865,-15246.0,-3409.0
21866,-15623.0,-3710.0
21867,-13963.0,-5360.0
21868,-10380.0,-6434.0
21869,-8018.0,-3824.0
21870,-12621.0,-3351.0
21871,-16151.0,-4747.0
21872,-15970.0,-4618.0
21873,-13891.0,-5338.0
21874,-10917.0,-3986.0
21875,-10926.0,-5721.0
21876,-14036.0,-6488.0
21877,-12784.0,-6611.0
21878,-14132.0,-6232.0
21879,-13470.0,-4426.0
21880,-14375.0,-5116.0
21881,-15656.0,-4819.0
21882,-15681.0,-4560.0
21883,-16713.0,-4830.0
21884,-16497.0,-3815.0
21885,-14869.0,-4315.0
21886,-15707.0,-6005.0
21887,-15125.0,-4552.0
21888,-13622.0,-3109.0
21889,-5980.0,-3918.0
21890,-16012.0,-3654.0
21891,-13622.0,-5198.0
21892,-15764.0,-4786.0
21893,-12458.0,-3659.0
21894,-15073.0,-4651.0
21895,-14648.0,-3360.0
21896,-16236.0,-5160.0
21897,-13192.0,-3594.0
21898,-14922.0,-4870.0
21899,-11848.0,-4539.0
21900,-17800.0,-4743.0
21901,-15342.0,-7268.0
21902,-12837.0,-4914.0
21903,-14216.0,-4613.0
21904,-14661.0,-5101.0
21905,-11501.0,-4098.0
21906,-14174.0,-3197.0
21907,-16827.0,-5482.0
21908,-13314.0,-2374.0
21909,-13536.0,-3900.0
21910,-15248.0,-4319.0
21911,-16843.0,-4961.0
21912,-14158.0,-2226.0
21913,-16923.0,-4192.0
21914,-15747.0,-1702.0
21915,-14546.0,-4639.0
21916,-16977.0,-2705.0
21917,-19491.0,-5766.0
21918,-16680.0,-5488.0
21919,-12126.0,-2825.0
21920,-11906.0,-6086.0
21921,-12793.0,-4661.0
21922,-15725.0,-3983.0
21923,-10758.0,-5011.0
21924,-15837.0,-3714.0
21925,-11340.0,-5882.0
21926,-14438.0,-3364.0
21927,-12985.0,-4562.0
21928,-15271.0,-5172.0
21929,-15814.0,-2477.0
21930,-14499.0,-2476.0
21931,-17605.0,-3705.0
21932,-15394.0,-3672.0
21933,-13524.0,-5128.0
21934,-15438.0,-3255.0
21935,-12792.0,-5518.0
21936,-17269.0,-3288.0
21937,-13788.0,-6152.0
21938,-10561.0,-5282.0
21939,-12832.0,-3284.0
21940,-15534.0,-6161.0
21941,-15555.0,-4325.0
21942,-16431.0,-6296.0
21943,-14070.0,-6001.0
21944,-15258.0,-4266.0
21945,-14493.0,-2367.0
21946,-14487.0,-3416.0
21947,-11803.0,-3762.0
21948,-16622.0,-2190.0
21949,-10893.0,-1878.0
21950,-14035.0,-2905.0
21951,-15585.0,-2286.0
21952,-13886.0,-3433.0
21953,-15761.0,-4829.0
21954,-16521.0,-4797.0
21955,-15440.0,-3151.0
21956,-13247.0,-4601.0
21957,-12867.0,-2581.0
21958,-15450.0,-3562.0
21959,-18708.0,-5614.0
21960,-15910.0,-5159.0
21961,-13433.0,-3576.0
21962,-17401.0,-4797.0
21963,-17416.0,-4807.0
21964,-13171.0,-5499.0
21965,-8622.0,-3328.0
21966,-13688.0,-1432.0
21967,-12588.0,-4442.0
21968,-15472.0,-6268.0
21969,-16904.0,-2794.0
21970,-10469.0,-2775.0
21971,-18351.0,-5009.0
21972,-16688.0,-3870.0
21973,-13640.0,-4844.0
21974,-15156.0,-3186.0
21975,-16494.0,-6334.0
21976,-13174.0,-4461.0
21977,-18117.0,-4153.0
21978,-14125.0,-4438.0
21979,-15298.0,-5713.0
21980,-15389.0,-5087.0
21981,-15284.0,-1646.0
21982,-15876.0,-5700.0
21983,-13591.0,-5111.0
21984,-15365.0,-5506.0
21985,-17514.0,-2950.0
21986,-11517.0,-4497.0
21987,-17480.0,-2237.0
21988,-12597.0,-4959.0
21989,-16132.0,-2234.0
21990,-11637.0,-3636.0
21991,-18989.0,-5818.0
21992,-8895.0,-2187.0
21993,-16308.0,-5306.0
21994,-18180.0,-3939.0
21995,-16590.0,-3406.0
21996,-10994.0,-2887.0
21997,-14298.0,-4565.0
21998,-11502.0,-3190.0
21999,-15619.0,-4945.0
22000,-10217.0,-3012.0
22001,-10843.0,-5700.0
22002,-14345.0,-3544.0
22003,-16764.0,-5027.0
22004,-18781.0,-4957.0
22005,-13104.0,-3226.0
22006,-14409.0,-2679.0
22007,-15332.0,-4691.0
22008,-14440.0,-4864.0
22009,-15099.0,-5348.0
22010,-15106.0,-4416.0
22011,-13323.0,-5410.0
22012,-15945.0,-5340.0
22013,-14156.0,-3304.0
22014,-11974.0,-5087.0
22015,-15089.0,-4722.0
22016,-15791.0,-5170.0
22017,-16499.0,-5404.0
22018,-13124.0,-2664.0
22019,-12117.0,-3571.0
22020,-16600.0,-5855.0
22021,-13745.0,-3973.0
22022,-16607.0,-5709.0
22023,-15440.0,-3707.0
22024,-18043.0,-3171.0
22025,-17777.0,-4663.0
22026,-14543.0,-5421.0
22027,-13018.0,-2352.0
22028,-16772.0,-6115.0
22029,-15139.0,-5980.0
22030,-15034.0,-2783.0
22031,-14381.0,-2947.0
22032,-9436.0,-4572.0
22033,-12906.0,-4215.0
22034,-16807.0,-4988.0
22035,-14955.0,-6045.0
22036,-19837.0,-4529.0
22037,-14687.0,-3835.0
22038,-14115.0,-2282.0
22039,-13301.0,-3294.0
22040,-13720.0,-4549.0
22041,-17570.0,-1919.0
22042,-12876.0,-5351.0
22043,-13931.0,-4153.0
22044,-11698.0,-4534.0
22045,-15923.0,-6481.0
22046,-9602.0,-3485.0
22047,-12928.0,-5592.0
22048,-13733.0,-4519.0
22049,-16003.0,-5990.0
22050,-9343.0,-5275.0
22051,-17962.0,-4376.0
22052,-13521.0,-2353.0
22053,-9985.0,-3181.0
22054,-16646.0,-4648.0
22055,-12298.0,-4272.0
22056,-14357.0,-5160.0
22057,-12729.0,-4679.0
22058,-13613.0,-6053.0
22059,-10823.0,-4339.0
22060,-16724.0,-4369.0
22061,-10904.0,-4283.0
22062,-12486.0,-5024.0
22063,-14225.0,-2791.0
22064,-15648.0,-5740.0
22065,-14449.0,-3570.0
22066,-12776.0,-5659.0
22067,-11818.0,-6834.0
22068,-15538.0,-1523.0
22069,-16607.0,-5597.0
22070,-15331.0,-2421.0
22071,-16938.0,-4561.0
22072,-17459.0,-3788.0
22073,-15304.0,-3775.0
22074,-16457.0,-4580.0
22075,-13085.0,-4699.0
22076,-14293.0,-5090.0
22077,-13913.0,-3929.0
22078,-18646.0,-4616.0
22079,-12676.0,-3653.0
22080,-13928.0,-3864.0
22081,-13045.0,-3481.0
22082,-16273.0,-3337.0
22083,-15722.0,-3395.0
22084,-17864.0,-5573.0
22085,-11967.0,-3836.0
22086,-14975.0,-7889.0
22087,-9475.0,-3321.0
22088,-16480.0,-4012.0
22089,-14490.0,-2180.0
22090,-16166.0,-2525.0
22091,-15198.0,-3824.0
22092,-13046.0,-4292.0
22093,-17468.0,-4798.0
22094,-14274.0,-5226.0
22095,-13978.0,-5251.0
22096,-15266.0,-4868.0
22097,-12753.0,-4943.0
22098,-13774.0,-2698.0
22099,-14192.0,-4591.0
22100,-15016.0,-4386.0
22101,-15101.0,-7121.0
22102,-11225.0,-5358.0
22103,-10543.0,-3887.0
22104,-13265.0,-4601.0
22105,-15190.0,-3318.0
22106,-12141.0,-2762.0
22107,-15663.0,-5344.0
22108,-14200.0,-4796.0
22109,-16190.0,-2870.0
22110,-14576.0,-4726.0
22111,-16112.0,-3875.0
22112,-15396.0,-4672.0
22113,-15786.0,-3918.0
22114,-14406.0,-4356.0
22115,-13509.0,-5812.0
22116,-13440.0,-4993.0
22117,-18082.0,-5815.0
22118,-9752.0,-2832.0
22119,-17694.0,-3936.0
22120,-13767.0,-4499.0
22121,-19136.0,-6038.0
22122,-11336.0,-2164.0
22123,-16432.0,-1675.0
22124,-15119.0,-3557.0
22125,-12555.0,-2872.0
22126,-14271.0,-4136.0
22127,-14293.0,-2383.0
22128,-14034.0,-3144.0
22129,-15308.0,-4525.0
22130,-14755.0,-5153.0
22131,-8438.0,-4794.0
22132,-14943.0,-5090.0
22133,-14624.0,-3502.0
22134,-13043.0,-2240.0
22135,-12612.0,-4408.0
22136,-17070.0,-4401.0
22137,-12984.0,-4823.0
22138,-15491.0,-6545.0
22139,-17649.0,-5104.0
22140,-12974.0,-4852.0
22141,-16802.0,-3814.0
22142,-17227.0,-6131.0
22143,-13241.0,-3448.0
22144,-17962.0,-4220.0
22145,-15499.0,-3215.0
22146,-15372.0,-4453.0
22147,-13850.0,-5092.0
22148,-14342.0,-4569.0
22149,-15807.0,-2962.0
22150,-13518.0,-4931.0
22151,-17357.0,-2739.0
22152,-16556.0,-3389.0
22153,-13304.0,-3672.0
22154,-18695.0,-5019.0
22155,-16869.0,-5615.0
22156,-11916.0,-4484.0
22157,-14057.0,-5333.0
22158,-15114.0,-4536.0
22159,-12561.0,-6116.0
22160,-13414.0,-4159.0
22161,-14612.0,-3363.0
22162,-14139.0,-4843.0
22163,-11972.0,-4144.0
22164,-11999.0,-3231.0
22165,-14283.0,-4070.0
22166,-15080.0,-4516.0
22167,-18267.0,-5655.0
22168,-14781.0,-5269.0
22169,-12093.0,-4078.0
22170,-16613.0,-4050.0
22171,-12864.0,-3265.0
22172,-14357.0,-6183.0
22173,-16063.0,-4279.0
22174,-14503.0,-5634.0
22175,-12941.0,-2755.0
22176,-17202.0,-3700.0
22177,-14474.0,-6249.0
22178,-15382.0,-3332.0
22179,-16398.0,-6830.0
22180,-15416.0,-4120.0
22181,-9527.0,-4096.0
22182,-16546.0,-4803.0
22183,-15051.0,-2335.0
22184,-14359.0,-4135.0
22185,-13791.0,-5113.0
22186,-12539.0,-2102.0
22187,-13105.0,-6181.0
22188,-11975.0,-2074.0
22189,-15772.0,-5736.0
22190,-14001.0,-3590.0
22191,-13572.0,-4674.0
22192,-15274.0,-5881.0
22193,-14648.0,-5771.0
22194,-18828.0,-6067.0
22195,-14073.0,-4210.0
22196,-15139.0,-2834.0
22197,-15865.0,-6259.0
22198,-15751.0,-2540.0
22199,-16028.0,-3506.0
22200,-12983.0,-3637.0
22201,-13872.0,-3176.0
22202,-18409.0,-5708.0
22203,-15764.0,-4606.0
22204,-12857.0,-3794.0
22205,-17622.0,-5755.0
22206,-14098.0,-4393.0
22207,-12811.0,-3679.0
22208,-18757.0,-4753.0
22209,-14904.0,-4711.0
22210,-14231.0,-3692.0
22211,-13060.0,-4919.0
22212,-14930.0,-4732.0
22213,-13134.0,-4072.0
22214,-18588.0,-1902.0
22215,-16279.0,-5219.0
22216,-16580.0,-3913.0
22217,-12796.0,-5045.0
22218,-9849.0,-4283.0
22219,-17504.0,-4262.0
22220,-18209.0,-6276.0
22221,-11874.0,-4947.0
22222,-14342.0,-5061.0
22223,-11779.0,-4430.0
22224,-15121.0,-3240.0
22225,-11692.0,-3075.0
22226,-15964.0,-4746.0
22227,-11942.0,-3115.0
22228,-14374.0,-6383.0
22229,-15701.0,-3761.0
22230,-14595.0,-3149.0
22231,-12808.0,-4704.0
22232,-15364.0,-4362.0
22233,-16528.0,-3904.0
22234,-11406.0,-4592.0
22235,-15259.0,-3990.0
22236,-16640.0,-3684.0
22237,-16594.0,-3402.0
22238,-16266.0,-6739.0
22239,-13507.0,-2914.0
22240,-13556.0,-3086.0
22241,-13813.0,-4193.0
22242,-14755.0,-4712.0
22243,-15372.0,-6173.0
22244,-12432.0,-3535.0
22245,-17616.0,-3750.0
22246,-14992.0,-2801.0
